status	body	url
operation	"Wheelabrator brings online 89 MW of waste-to-energy capacity in UK

January 23 (Renewables Now) - Wheelabrator Technologies Holdings Inc on Monday said it has commissioned two waste-to-energy plants with a combined net capacity of 89 MW in the UK late last month.

The Wheelabrator Parc Adfer facility, located at Deeside in North Wales, and the Ferrybridge Multifuel 2 (FM2) plant in West Yorkshire will process up to 875,000 tonnes of residual waste annually and produce enough renewable energy to power some 210,000 homes and businesses in the UK.

The FM2 facility was developed by Wheelabrator’s joint venture with UK utility SSE plc (LON:SSE), which also developed the 72-MW Ferrybridge Multifuel 1 (FM1), operational since 2015. The plant was built by Hitachi Zozen Inova.

Wheelabrator Parc Adfer was constructed by France-based EPC contractor CNIM Groupe SA (EPA:COM).

Wheelabrator’s fourth project, the 63-MW Wheelabrator Kemsley plant, also being built by CNIM, is expected to begin operations in the coming quarter, the company said.

Together the four facilities will process 2.1 million tonnes of residual household and commercial waste and generate 110,000 GWh of power a year."	https://renewablesnow.com/news/wheelabrator-brings-online-89-mw-of-waste-to-energy-capacity-in-uk-684423/
operation	"PT Rekayasa Industri (Rekind) again showed its best performance at the end of 2019.

JAKARTA, Indonesia, Feb. 5, 2020 /PRNewswire/ -- The National EPCC (Engineering, Procurement, Construction, Commissioning) company has completed the Muara Laboh Phase One Geothermal Power Project (PLTP) located in Solok Selatan Regency, West Sumatra. This was marked by the announcement of the commercial operation of the 85 Megawatt (MW) net power plant by PT Supreme Energy Muara Laboh (SEML), which is a joint venture between PT Supreme Energy, ENGIE and Sumitomo Corporation, Tuesday (16/12).

Muara Laboh Phase One Geothermal Power Project (PLTP) located in Solok Selatan Regency, West Sumatra Province, Indonesia. More

This electricity will be supplied to the Sumatra electricity network owned by PT PLN (Persero), which can be distributed to approximately 340,000 households.

""As a National EPCC contractor, Rekind's scope of work in Muara Laboh PLTP project is quite extensive because it includes the construction of the Wellpad & Road Access that is carried out simultaneously with the construction of a Geothermal Power Plant and Steam Gathering System. All of this is done independently by Rekind's best assets. We can also complete this project in accordance with the targets set by the stakeholders. Obviously, this is a proud achievement,"" said Yanuar Budinorman, President Director of Rekind.

He admitted, the execution of this project was a state mandate whose workload was not easy. As a member of the consortium, Rekind is demanded to synergize and be able to realize the best quality of work in a timely and efficient manner. In order to realize this expectation, various efforts have been made by Rekind, including by developing technological innovations supported by their best assets. Both engineer and non-engineer employees, each plays a strategic and professional role.

""Along with the support and cooperation of the local community and the Regional Government of West Sumatra, Rekind was able to complete the work of this project by always trying to provide the best. Every work we do must be measured and planned properly,"" added Yanuar Budinorman.

Muara Laboh PLTP is an embodiment of the power plant included in the National Strategic Project implementation program, related to the 35,000 MW power plant acceleration project. In the West Sumatra Region itself, this PLTP is the first power plant that utilizes new and renewable energy. New and renewable energy sources come from WKP Liki Pinangawan Muara Laboh.

Through mastery of technology and innovation and supported by the ability of human resources in the field of industrial design and engineering, Rekind continues to make a real contribution to the development of geothermal energy in Indonesia. In the 38 years since it was first involved in the geothermal field, Rekind succeeded in building 16 Geothermal Power Plants (PLTP) in Indonesia.

At present, Rekind which is a subsidiary of PT Pupuk Indonesia (Persero) is also involved in the construction of the Rantau Dedap PLTP project with a capacity of 98.4 MW (2 units) owned by PT Supreme Energy Rantau Dedap (SERD). Rekind was selected to work on the EPCC Geothermal Power Plant work package, including the Steam Gathering System, Wellpad & Road Access. The project is located in Muara Enim Regency, Lahat Regency and Kota Pagar Alam, South Sumatra. To succeed this project Rekind involved local and national workers.

Media Contact:

Dundi Insan Perlambang

Corporate Secretary & Legal

PT Rekayasa Industri

Tel: +6221-7988700

Email: corpsec@rekayasa.co.id

Photo - https://photos.prnasia.com/prnh/20200205/2711844-1

SOURCE PT Rekayasa Industri (Rekind)"	https://finance.yahoo.com/news/rekind-completed-phase-one-muara-051200264.html
operation	"Spain's Elecnor commissions 50-MW wind farm in Valencia

April 21 (Renewables Now) - Spanish infrastructure builder and renewable energy company Elecnor SA (BME:ENO) announced today it has commissioned the 50-MW Cofrentes wind farm in the Valencian Community, a region on the east coast of Spain.

The project, which took EUR 53 million (USD 57.6m) to build, was developed through Elecnor’s wind unit Enerfin Sociedad de Energia SL. Project finance was provided by Spanish lender Banco de Sabadell SA (BME:SAB).

The Cofrentes wind farm will operate under a ten-year power purchase agreement (PPA) with Spanish oil and gas company Compania Espanola de Petroleos SAU (Cepsa). It is equipped with 13 GE wind turbines of 3.83 MW each, capable of generating 155,000 MWh of electricity per year.

The Cofrentes project was awarded to Enerfin in the framework of the Valencian Community’s wind plan. Elecnor said that, thanks to efforts of all parties involved, it has managed to commission the wind farm on schedule despite difficulties that came with the state of emergency imposed over the coronavirus pandemic.

(EUR 1.0 = USD 1.087)"	https://renewablesnow.com/news/spains-elecnor-commissions-50-mw-wind-farm-in-valencia-695820/
operation	"The 6GW Yangjiang nuclear power plant (NPP) is the biggest nuclear power project in China based on the number of one-time approved units.

Owned by Yangjiang Nuclear Power Company (YJNPC) and situated in the Guangdong Province, Yangjiang is one of the world’s biggest nuclear power plants by capacity, too.

China General Nuclear Power (CGN) holds 29% of YJNPC, while its subsidiaries GNIC and CGN Industry Investment Fund Phase I hold 30% and 7% respectively. Guangdong Yudean Group and CLP Holdings hold the remaining shares with a 17% stake apiece.

CGN subsidiary CGN Power is managing the nuclear power plant. As of November 2018, the five units of Yangjiang NPP transmitted more than 100TWh of electricity to the grid. The sixth unit of the power plant is currently under construction and is expected to reach completion by 2019.

Yangjiang nuclear power plant development details

The State Council of China approved the construction of six 1,086MW units of the Yangjiang nuclear power plant in November 2008. It was a key energy project under the 11th five-year plan from 2006 to 2010 and was proposed for the employment of the independent pressurised water reactor (PWR) technology CPR1000.

The Yangjiang nuclear power plant replaced fossil energy with nuclear energy, leading to the reduction of coal consumption by 30.9Mg and carbon dioxide emissions by 80.8Mg. Construction of the first unit began in December 2008, while commercial operations started in March 2014.

The construction of the second 1,000MW unit began in June 2009, with operations starting six years later. Construction of unit three commenced in November 2010, while commissioning was completed in January 2016.

Construction of the fourth unit was initiated in November 2012 and grid connection was reached in January 2017. Construction of the fifth unit began in September 2013 and grid-connection was achieved in May 2018.

CGN began to construct the sixth unit in December 2013, with the reactor dome hoisted in January 2016. The thermal functional test of the unit was completed in February 2019.

Yangjiang NPP reactor details

The first four units of the Yangjiang NPP use the independent pressurised water reactor (PWR) technology CPR1000.

“The State Council of China approved the construction of six 1,086MW units of the Yangjiang nuclear power plant in November 2008.”

Unit five of the plant became the first in China to use the third-generation nuclear technology ACPR1000 (Advanced Chinese PWR). The fifth unit is also the first independently owned nuclear power unit in China to meet Gen-III nuclear technology safety standards.

The unit features rod position indicating and a control system that is independently developed by the CGN Research Institute.

The ACPR-1000 reactor is an advanced version of the CPR-1000. China Guangdong Nuclear Power Corporation designed the reactor with complete domestic intellectual property rights and in line with post-Fukushima safety requirements.

The reactor comes with higher seismic standards than the older three-loop CPR-1000 reactor. It features a double containment and a reactor core catcher for severe accident mitigation purposes. It also includes advanced features such as in-vessel retention and spray systems.

The sixth unit will use the same reactor technology as that of the fifth.

Technology used at Yangjiang NPP

The fifth unit of the Yangjiang NPP is the first plant to utilise a domestic, nuclear-grade instrumentation and control system. FirmSys is employed during critical in-safe shutdowns and accident mitigation for reactors.

It is applied in safety-grade I&C systems such as reactor protection systems, engineered safety feature actuation systems and post-accident monitoring systems.

The control system includes an independently designed operating system and communication network for maintaining system security.

Contractors involved

Sany supplied its SCC16000 crawler crane for conducting lifting works at Yangjiang NPP.

Another CGN subsidiary China Techenergy was awarded the contract for supplying DCS platforms for units five and six of Yangjiang NPP.

In June 2013, CGN reached an agreement with Rolls-Royce to upgrade the distributed control system of the Yangjiang nuclear power plant.

Metso, Hollysys Automation Technologies, ABB, DunAnac, Armaturenfabrik Franz Schneider, CCCC Fourth Harbor Engineering Institute, Cementaid International, Atkins, Atlas Copco Rental, Xizi United Holdings, Shenyang Sanke Nuclear Power Equipment Manufacture, Sysview and China National Erchong Group are among the other contractors involved in the project."	https://www.power-technology.com/projects/yangjiang-nuclear-power-plant/
operation	"Elecnor's 50-MW wind farm gets Valencian govt nod to start ops

April 9 (Renewables Now) - The 50-MW Cofrentes onshore wind farm in Spain’s Valencian Community has been given the permit to commence operations, the region’s ministry for sustainable economy announced on Wednesday.

The Cofrentes project was developed by Spanish infrastructure builder Elecnor SA (BME:ENO) through its wind unit Enerfin Sociedad de Energia SL. Elecnor said last June that the total investment in the project was estimated to reach EUR 53 million (USD 57.6m).

The wind farm will operate under a ten-year power purchase agreement (PPA) that Elecnor signed with Spanish oil-and-gas company Compania Espanola de Petroleos SA, better known as Cepsa.

Cofrentes in equipped with 13 wind turbines supplied by GE Renewable Energy. It is expected to generate some 155,000 MWh per year, which is enough to power to meet consumption needs of around 43,000 households.

According to Spanish wind energy association AEE, the Valencian Community had 1,189 MW of total installed wind power capacity at the end of 2019. Before Cofrentes, the last time that Spain’s Mediterranean region commissioned a wind farm was more than eight years ago, the ministry said.

(EUR 1.0 = USD 1.087)"	https://renewablesnow.com/news/elecnors-50-mw-wind-farm-gets-valencian-govt-nod-to-start-ops-694404/
operation	"In the presence of the Honourable Prime Minister of the Islamic Republic of Pakistan, Mr. Imran Khan and his Excellency Mr. Yao Jing, Ambassador to Pakistan of the People’s Republic of China, and various dignitaries, the Commercial Operations Date (COD) of the 1,320 MW China Power Hub Generation Company (Pvt.) Limited (CPHGC) Power Plant was celebrated.

Under an agreement signed in 2016, GE supplied the project’s engineering, procurement and construction (EPC) contractors Northwest Electric Power Design Institute Co. Ltd. (NWEPDI) and Tianjin Electric Power Construction Company (TEPC) with two units each of supercritical steam turbines, generators and boilers for the project. Based in Hub, Balochistan, the Power Plant will help to strengthen Pakistan’s power sector.

Mr. Zhao Yonggang, CEO, CPHGC said, “We are proud to deliver this project with agile execution and completed this work in cooperation with GE on schedule and on budget. We are excited that this landmark project will play a significant role in helping Pakistan to deliver on its energy mix ambitions and help to tackle the electricity shortfall that is hindering Pakistan’s progress”

Construction of the CPHGC Power Plant, two units of 660 MW each and a dedicated jetty, at Hub began in March 2017 in the Lasbella District of Balochistan. The CPHGC Power Plant, under a joint venture of China Power International Holding Limited (CPIH) with Pakistan’s Hub Power Company (HUBCO), is now commercially operational. It is one of the infrastructure ventures supported under the China Pakistan Economic Corridor, a large development megaproject that aims to connect Gwadar Port in southern Pakistan to Xinjiang, China’s northwestern autonomous region, through transportation and energy networks. The project will help Pakistan diversify its energy mix, allowing a significant reduction in the cost of electricity generation in Pakistan, providing electricity to 4 million households in Pakistan

Speaking at the occasion, Massimo Gallizioli, CEO of GE Steam Power in the Middle East, North Africa & Turkey, said, “The successful completion of CPHGC power plant underlines the strong collaboration among GE and its partners. Together we brought the world’s best to power Pakistan - local project management with Chinese engineering expertise and GE power generation technologies that were developed by advanced research and development teams based in Europe and China.”"	https://www.utilities-me.com/news/14207-cphgc-ge-announce-successful-completion-of-1320mw-power-plant-in-balochistan
operation	"The Yangjiang nuclear power plant (NPP) is located in the Yangjiang in China’s western Guangdong province. The power plant is being developed by Yangjiang Nuclear Power Company (YJNPC), which is owned by China General Nuclear Power (CGN, 29%) and its subsidiaries GNIC (30%) and CGN Industry Investment Fund Phase I (7%). Guangdong Yudean Group and CLP Holdings also hold a 17% interest each.

Yangjiang includes six 1GW CPR-1000 pressurised water reactors (PWRs), five of which were commissioned as of November 2018. The sixth unit was ready for commercial operation in July 2019.

The Hongyanhe NPP is located in Hongyanhe, Liaoning province, approximately 110km south of Dalian city. It is the first nuclear power plant in mainland China and is being developed in two phases. The first phase commenced operations in 2014 and comprises four CPR-1000 nuclear reactor units with a combined capacity of 4.24GW.

Phase two is an expansion of the existing plant and will add two ACPR1000 nuclear reactors with capacities of 1.21GW and 1GW. Construction of the two units commenced in 2015, with commissioning scheduled for 2021.

It is being developed by Liaoning Hongyanhe Nuclear Power, which is owned by CGN (45%), China Power Investment Company (45%), and Dalian Construction Investment Company (10%).



The Qinshan NPP is China’s first indigenously developed power plant located 100km from Shanghai, Zhejiang province. It is operated by Qinshan Nuclear Power Company, a subsidiary of China National Nuclear Corporation (CNNC).

The plant was developed in three phases with a combined installed capacity of 4.1GW. The first phase of the plant is installed with a CNP-300 PWR unit commissioned in 1991 while the second phase is installed with four CNP-600 PWR units. Phase three of the project features two Canada Deuterium Uranium (CANDU) 6 pressurised heavy-water reactor (PHWR) units.

The Qinshan NPP generated a total of 560 billion kilowatt-hours by June 2019 and displaced 5.4t of carbon dioxide emissions.

The Tianwan NPP is located in Lianyungang, Jiangsu Province, approximately 250km from Shanghai. It was developed CNNC and has a total installed capacity of 4.1GW.

The power plant was built in three phases with the first phase comprising two units of VVER V-428 PWR units with a capacity of 990MW each. Phase one was commissioned in 2007, followed by the second phase in 2018. Phase two included the installation of two VVER V-428M PWR units with a capacity of 1,060MW each.

Phase three of the Tianwan NPP comprises two CNP-1000 PWR units with a capacity of 1GW each. Construction on phase three commenced in 2015 and commissioning is to be completed by the end of 2021.

The Ningde NPP is the first plant to be built in the economic zone on the western coast in Ningde, Fujian province. It is operated by Fujian Ningde Nuclear Power Company, which is owned by CGN (46%), China Datang Corporation (44%), and Fujian Provincial Energy Group (10%).

The power plant is being developed in two phases, with the first phase commissioned in 2016. The phase one comprises four CPR-100 PWR units of 1,018MW capacity each, which were commissioned between 2013 and 2016.

The second phase of the project will add two HPR1000 units featuring indigenously developed Gen-III nuclear power technology.

The Fuqing NPP is located in Qianxu, Fuqing, Fujian province. It is jointly owned by China Nuclear Power Company (CNPC, 51%), a subsidiary of CNNC; Huadian Fuxin Energy Company (39%), and Fujian Investment and Development Group (10%) and is operated by CNNC Fujian Fuqing Nuclear Power.

The plant is being developed in two phases with the first phase comprising CNP-1000 PWR units with a capacity of 1GW each. The four units were commissioned between 2014 and 2017.

Phase two of the power plant will include two HPR1000 PWR units with a capacity 1GW each. Construction on units 5 and 6 commenced in May 2015 and December 2015 respectively, with commissioning scheduled respectively for 2019 and 2020.

The Ling Ao NPP is located in Daya Bay, Guangdong Province, approximately 55km north of Hong Kong. The design of the power plant is based on the Daya Bay NPP located nearby.

The Ling Ao NPP was built in two phases with the first phase comprising two M310 model PWR units with a capacity of 950MW each. The phase one construction was started in May 1997 and commissioned in January 2003.

Phase two of the nuclear power plant includes two CPR-1000 PWR units with a capacity of 1,007MW each, commissioned in September 2010 and August 2011.

The Taishan NPP is located in Taishan, Guangdong province, approximately 130km from Hong Kong. It is operated by Taishan Nuclear Power Joint Venture Company (TNPJVC), a joint venture between CGN (70%) and Électricité de France (EDF, 30%).

The power plant is equipped with two GEN-III European Pressurised Reactor technology-based EPR-1750 units with a capacity of 1,660MW each. Construction of the first unit began in November 2009, followed by that of unit two in April 2010. Unit one was commissioned in December 2018 while unit 2 is expected to commence operations in 2019.

The project is considered as the biggest energy co-operation project undertaken between China and France.

The Sanmen NPP is located in Sanmen County of the Zhejiang Province. It is owned by CNNC and operated by Sanmen Nuclear Power.

The plant is equipped with two Westinghouse GEN-III AP1000 PWR units with a capacity of 1,157MW each. Construction of the first unit commenced in April 2009 and operations started in September 2018. Unit two construction commenced in December 2009 and commissioning was completed in November 2018.

Sanmen NPP is the world’s first AP1000 nuclear reactor to use fuel assemblies made locally. The second phase of the project is expected to add 2.5GW of capacity to the plant.

10. Haiyang Nuclear Power Plant, Shandong Province – 2.25GW

The Haiyang NPP is located in Haiyang, Shandong province, approximately 130km east of Qingdao. It is operated by Shandong Nuclear Power Company, a subsidiary of State Power Investment Corporation (SPIC).

The plant is equipped with two Westinghouse AP1000 PWR units with a capacity of 1,126MW each. Construction of the first unit started in September 2009 while operations commenced in October 2018. The second unit construction started in June 2010 and operations began in January 2019.

The Haiyang NPP is equipped with steam turbine generator packages supplied by Mitsubishi Heavy Industries and Harbin Electric. The packages included two steam turbines, two generators heat exchanger, and auxiliary equipment."	https://www.power-technology.com/features/top-ten-biggest-nuclear-power-plants-in-china/
operation	"Here are some suggestions that matches your entry. Click ""Search"" for more results.

News

Company

Peoples

Jobs

Grid Updates

Resources

Associations

Announcements

C.S. Responsibilities

Featured Articles

Glossary

Incoterms

Reports"	https://steelguru.com/auto/techint-s-norte-iii-power-plant-in-mexico-starts-operation-powered-by-ge-s-7f-gas-turbines/560374?type=power
operation	"Indonesia – 85 MW Muara Laboh geothermal plant starts commercial operation

Muara Laboh geothermal power plant, West Sumatra (source: PT Supreme Energy/ ENGIE)

Alexander Richter 16 Dec 2019

PT Supreme Energy has started commercial operation of the 85 MW Phase 1 Muara Laboh geothermal power plant in West Sumatra. The project is a joint venture of PT Supreme Energy, Engie and Sumitomo.

As reported this morning from Indonesia, PT Supreme Energy Muara Laboh has officially started commercial operation of the 85 MW Phase-1 Geothermal Power Plant (PLTP) Muara Laboh, located in Solok Selatan Regency, West Sumatra Province.

The power plant has a capacity of 85 MW. The electricity generated will be distributed to the Sumatra electricity network owned by PT PLN (Persero) which can be distributed to approximately 340,000 households.

PT Supreme Energy’s Founder & Chairman Supramu said that the operation of the Muara Laboh PLTP Phase-1 and Phase-2 development plan is a commitment from the company and partners towards geothermal development in Indonesia. This is also the company’s support for the Government of Indonesia in achieving its energy mix target by 2025.

“We greatly appreciate the strong and continuous support from the government, PLN, and the people of South Solok in particular, during exploration and development activities,” Supramu said based in written statements

Supreme Energy began a preliminary study in the Muara Laboh PLTP development project in 2008. Then, the Power Purchase Agreement (PPA) was signed in 2012, and continued with exploration activities. The total investment for this phase-1 development reaches US $580 million. On the other hand, Supreme Energy is also in talks with PLN and the Ministry of Energy and Mineral Resources (ESDM) for the development of the Phase 2 Muara Laboh with a capacity of 65 MW.

The development requires an investment of US $400 million and will start immediately after the PPA negotiations are completed.

In addition to Muara Laboh, Supreme Energy has been developing the Rantau Dedap geothermal power project with a capacity of 90 MW in South Sumatra. The project is scheduled for completion by the end of next year with an investment of around US $700 million. The company is also preparing an exploration program for the Gunung Rajabasa Geothermal Work Area, located in the South Lampung Regency. Exploration activities will begin immediately after the negotiation of the extension of the PPA with PLN is completed.

The project has been developed by Supreme Energy Muara Laboh (SEML). SEML is owned by PT Supreme Energy of Indonesia, ENGIE of France and Sumitomo Corporation of Japan. For ENGIE, the project is their first high temperature geothermal power generation plant in the world.

“ENGIE’s championing of the Muara Laboh geothermal project is in line with our Group’s ambition to accelerate the world’s zero-carbon transition and install 9 GW of renewable energy capacity globally by 2021,” said Paul Magquire, President and CEO of ENGIE Asia-Pacific. “We are pleased that through this project, we are contributing to the ambitious target that Indonesia has set itself.”

David Cullerier, Country Manager, ENGIE Indonesia, said, “ENGIE is proud to have like-minded and locally knowledgeable partners such as PT Supreme Energy and Sumitomo Corporation join us in our bid to put Indonesians on the road to sustainability …”

During the construction, which started in 2017, the project has provided employment to 1,200 people and supported local businesses.

“Geothermal energy is a renewable, non-intermittent and eco-friendly source of energy that uses the heat coming from deep underground to generate green electricity. We are glad to have a trusted and technologically anvanced partners such as ENGIE in bringing this project to reality and empowering many lives.” said Victor Van Der Mast, Chief Operating Officer at PT Supreme Energy Muara Laboh.

The Muara Laboh project complies with the highest environmental and social standards set by lenders such as the Asian Development Bank and the Japan Bank for International Cooperation.

Source: KataData, ENGIE APAC"	https://www.thinkgeoenergy.com/indonesia-85-mw-muara-laboh-geothermal-plant-starts-commercial-operation/
operation	"Oslo, 8 July 2019: Scatec Solar and partners have closed financing for the 54 MW Boguslav project with a total investment of EUR 54 million.



FMO, the Dutch development bank, Green for Growth Fund (under FMO’s B Facility) and GIEK (providing an unfunded credit guarantee) have signed credit agreements for the non-recourse debt financing of the Boguslav project. The credit facilities amount to EUR 38 million and covers up to 70% of the total project costs. The financing has been coordinated by FMO.

“We are proud to complete financing for our fifth solar power project in Ukraine. This is another confirmation of Scatec Solar’s strong foothold in the country where we together with our partners continue to support the growth of renewable energy. We are very appreciative of our relationship with this group of international financiers, who provide long term debt funding for the Boguslav project, says Raymond Carlsen, CEO of Scatec Solar.

Scatec Solar will be the lead equity investor and is in the process of securing additional equity partners. The company will also be the Engineering, Procurement and Construction (EPC) provider and provide Operation & Maintenance as well as Asset Management services to the power plants. Construction has started with expected commercial operation in first half of 2020.

The project will be realised under Ukraine’s 10-year Feed-in-Tariff scheme and is expected to deliver about 61 GWh per year. The Boguslav plant located in the Kyiv region will be providing clean energy for up to 27,000 households and contribute to avoid about 36,600 tonnes of carbon emissions per annum. Public land will be leased for an extended time-period and the solar power plants are expected to deliver power also beyond the Feed-in-tariff period.

With this project Scatec Solar has 336 MW under construction and 69 MW of project backlog in Ukraine.Globally, Scatec Solar has 844 MW in operation and 1,070 MW under construction, and a project backlog and pipeline of 4.6 GW.

Scatec Solar’s portfolio of 336 MW under construction in Ukraine

Project Capacity (MW) Capex

(EUR million) Project financing partners Equity partners Rengy 47 52 EBRD, Black Sea Trade and Development Bank 49% - Rengy Development Group Kamianka 32 35 EBRD, FMO 40% - FMO Progressovka 148 124 POWER CHINA GUIZHOU ENGINEERING (construction financing) To be determined Chigirin 55 53 EBRD, NEFCO, Swedfund To be determined Boguslav 54 54 FMO, Green for Growth Fund (GGF), GIEK To be determined Total 336 318

For further information, please contact:



Ingrid Aarsnes, VP Communication & IR

Tel: +47 950 38 364

Ingrid.aarsnes@scatecsolar.com

Mikkel Tørud, CFO

Tel: +47 976 99 144

mikkel.torud@scatecsolar.com

About Scatec Solar

Scatec Solar is an integrated independent solar power producer, delivering affordable, rapidly deployable and sustainable clean energy worldwide. A long- term player, Scatec Solar develops, builds, owns, operates and maintains solar power plants and has an installation track record of more than 1 GW. The company has a total of 1.9 GW in operation and under construction in Argentina, Brazil, the Czech Republic, Egypt, Honduras, Jordan, Malaysia, Mozambique, Rwanda, South Africa and Ukraine.

With an established global presence and a significant project pipeline, the company is targeting a capacity of 3.5 GW in operation and under construction by end of 2021. Scatec Solar is headquartered in Oslo, Norway and listed on the Oslo Stock Exchange under the ticker symbol ‘SSO’. To learn more, visit www.scatecsolar.com .

This information is subject to the disclosure requirements pursuant to Section 5-12 the Norwegian Securities Trading Act"	https://www.globenewswire.com/news-release/2019/07/08/1879336/0/en/Scatec-Solar-reaches-financial-close-for-another-54-MW-in-Ukraine.html
operation	"GE supplied the steam turbines, generators and boilers for the 1,320MW power project

Will provide power to 4 million homes and significantly reduce the cost of electricity generation in Pakistan

Completed on time and on budget

Baden, Switzerland; October 23, 2019: The 1,320 MW China Power Hub Generation Company (Pvt.) Ltd. Power Plant (CPHGC) in Pakistan celebrated its Commercial Operations Date (COD), reaching this important project completion milestone on schedule and on budget. The power plant is equipped with two units each of GE steam turbines, generators and boilers that were supplied to the project’s engineering, procurement and construction (EPC) contractors Northwest Electric Power Design Institute Co. Ltd. (NWEPDI) and Tianjin Electric Power Construction Company (TEPC) under an agreement signed in 2016.

Mr. Zhao Yonggang, CEO, CPHGC said, “We are proud to deliver this project with agile execution and completed this work in cooperation with GE on schedule and on budget. We are excited that this landmark project will play a significant role in helping Pakistan to deliver on its energy mix ambitions and help to tackle the electricity shortfall that is hindering Pakistan’s progress.”

Construction of the CPHGC Power Plant at Hub, a joint venture of China Power International Holding Limited (CPIH) with Pakistan’s Hub Power Company (HUBCO), began in March 2017 and realized an impressive milestone earlier this year by synchronizing 660MW to the grid three months ahead of schedule, just 27 months after the project received notice to proceed. It is now in full commercial operation.

The project builds on a proven track record of successful partnership between European technology and Chinese project execution that aims to deliver affordable and reliable electricity to the people of Pakistan. The project will help Pakistan diversify its energy mix allowing a significant reduction in the cost of electricity generation in Pakistan. It is one of the infrastructure ventures supported under the China Pakistan Economic Corridor, a large development megaproject that aims to connect Gwadar Port in southern Pakistan to Xinjiang, China’s northwestern autonomous region, through transportation and energy networks.

Speaking at the occasion, Massimo Gallizioli, CEO of GE Steam Power in the Middle East, North Africa & Turkey, said, “GE is proud to serve Pakistan with advanced technology and tailored solutions that address the specific requirements of the country. With our proven boiler, steam turbine and generator technology, GE Steam Power is an industry leader in efficiency, leading to lower emissions and fuel savings. The successful completion of CPHGC power plant underlines the strong collaboration among GE and its partners. Together, we brought the world’s best to power Pakistan – local project management with Chinese engineering expertise and GE power generation technologies that were developed by advanced research and development teams based in Europe and China.”

GE has supported the development of energy infrastructure in Pakistan for more than 50 years and today, GE-built technologies can generate the equivalent power needed to supply up to 30 percent of the country’s electricity.

About GE Steam Power:

GE Steam Power is an industry leader in cleaner power generation, supporting customers with everything from full turnkey plants to individual components, upgrades, and core operations and maintenance services for their coal and nuclear power plants. As today’s #1 steam franchise with more than 30% of the world’s steam turbine capacity, 50% of the world’s steam turbines for nuclear power plants and 30% of the world’s boilers, GE Steam Power is delivering solutions that ensure a productive future for power plants all over the world."	https://www.powermag.com/press-releases/cphgc-power-plant-in-pakistan-reaches-commercial-operation-with-ge-technology/
operation	"Scatec Solar has passed the milestone of 1.5 GW solar capacity in operation globally with the commissioning of its latest 54 MW project in Ukraine

Scatec Solar has announced that it has, along with its partners, grid-connected and started commercial operations of the 54 MW Boguslav solar project in the Kyiv region of Ukraine. And with that, the firm has stated that it has passed the milestone of 1.5 GW solar capacity in operation globally. In addition to operational assets, the firm also stated that a portfolio of 399 MW capacity is under construction, of which 235 MW is in Ukraine.

“We are pleased to complete our second project in Ukraine, in less than ten months after closing the financing. The Boguslav solar plant will lead to the abatement of more than 55,000 tonnes of CO 2 emissions and contribute to growing the share of renewable energy in the country, says Raymond Carlsen, CEO of Scatec Solar.

The project is realised under Ukraine’s Feed-in-Tariff scheme and is expected to deliver about 61 GWh per year. The Boguslav plant will be providing clean energy for up to 27,000 households. Public land has been leased for an extended time-period and the solar power plants are expected to deliver power also beyond the Feed-in-tariff period.

In April, the firm had announced that it has started commercial operation of the third 86 MW solar plant in Upington, South Africa, completing the 258 MW solar power complex. The 86 MW facility, known as Dyason’s Klip 2, is expected to produce 217 GWh annually. The Upington solar power complex is estimated to deliver annual production of 650 GWh, providing clean energy to around 120,000 households and lead to the abatement of more than 600,000 tonnes of CO2 emissions annually.

“We are proud to have achieved this major milestone. Power supply is considered critical infrastructure, and we are pleased to be supporting South African power supply with renewable energy to another 40,000 households annually,” Carlsen had said at the time.

In January, the firm reported strong growth in the fourth quarter of 2019 with proportionate revenues of NOK 1,642 million (1,666) (USD 181 million), and EBITDA of NOK 434 million (329). Power production reached 298 GWh on a proportionate basis, up almost threefold from the same period last year, adding to existing predictable and long-term cash flows."	https://www.saurenergy.com/solar-energy-news/scatec-solar-passes-1-5-gw-mark-for-operational-pv-projects
